id,tid,content,posted_at,sent_score,sent_label
1,9103879536,,2024-07-25 22:09,0.5,neu
2,9103879536,见一个举报一个,2024-07-25 22:20,0.26293409917504695,neg
3,9103879536,支持,2024-07-30 07:09,0.626712328767123,neu
4,9103879536,知道了，另外我的黑名单什么情况，4年多了，还是不能签到。能帮忙解除一下吗，谢谢。,2024-08-17 15:33,0.004199225907298487,neg
5,9103879536,,2024-08-18 16:33,0.5,neu
6,9103879536,黑产诈骗，用多个ip为广东的黑产账号刷帖，在所有手机电脑贴吧内刷诈骗帖子。大家注意辨别。大家不要搜索也不要信。处理一下所有数码吧都被这个广东的占领了。,2024-08-20 17:33,0.11493943912006033,neg
7,9103879536,"点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片",2024-08-20 17:34,0.9999980680253144,pos
8,9103879536,吧主，你好！方便留个联系方式嘛？我们希望与你这边聊聊合作，具体的后面详谈。,2024-08-27 15:16,0.2906466999400297,neg
9,9103879536,"这个也是假的
点击展开，查看完整图片",2024-09-03 22:52,0.8363739668414527,pos
10,9103879536,"假帖子
点击展开，查看完整图片",2024-09-07 21:01,0.80378577628088,pos
11,9103879536,下后台无吧务操作记录的小吧，上几个活跃的小吧，看见类似贴子直接删封,2024-09-27 15:59,0.26174909432194804,neg
12,9103879536,这把知道了，新人进来可能很容易就被骗了，，，,2024-10-15 17:26,0.06155015704246136,neg
13,9103879536,"就是单纯好奇, 我去搜了的话,他是怎么骗我的?",2024-10-17 10:36,0.6089133428047778,neu
14,9103879536,"同好奇，他是怎么骗人呢？搜京东，没有优惠券的话，也没什么呀，并不产生损失
是否能把欺诈模式给大家也科普下",2024-10-20 23:13,0.037932517909591734,neg
15,9103879536,任何所谓的“京东优惠xxx““京东xx活动”都是骗子一律不要信,2024-10-22 00:55,0.10833721768274662,neg
16,9465276496,+3,2025-02-03 16:02,0.5,neu
17,9465276496,哈哈哈,2025-02-04 01:15,0.8684210526315791,pos
18,9465276496,好,2025-02-04 01:15,0.6558628208940429,pos
19,9465276496,3,2025-02-04 01:15,0.3901209677419354,neu
20,9465276496,,2025-02-04 01:15,0.5,neu
21,9465276496,3,2025-02-06 02:34,0.3901209677419354,neu
22,9465276496,3,2025-02-07 02:20,0.3901209677419354,neu
23,9465276496,3,2025-02-07 02:20,0.3901209677419354,neu
24,9465276496,3,2025-02-07 02:20,0.3901209677419354,neu
25,9465276496,3,2025-02-08 01:42,0.3901209677419354,neu
26,9465276496,1,2025-02-16 22:59,0.32689832689832665,neg
27,9465276496,3,2025-03-08 10:25,0.3901209677419354,neu
28,9465276496,3,2025-03-08 10:25,0.3901209677419354,neu
29,9465276496,3,2025-03-08 10:25,0.3901209677419354,neu
30,9465276496,3,2025-03-08 10:25,0.3901209677419354,neu
31,9922464102,预算大概两三千，主要用于看电子书/网课/剧，所以比较倾向于买华为mate11.5s柔光版的8+256，但是线上看的好多都没货，线下还没去看可能会贵点。现在可以选择加点配置买12+256，但是那样的话主机大概贵了四五百还需要买笔。想问如果等下去的话8+256还有希望补货吗，听说月底会出新款然后老款要下架？现在应该直接买12+256还是等补货还是考虑考虑这个价位的其他产品？,2025-08-02 23:55,0.9943950279267085,pos
32,9922320096,哄蒙智行一进店，所有看测评的人便都看着他笑，有的叫道：“哄蒙，你家的车又在懂车帝测试里撞了！”他不回答，对柜里说，“发个声明，要‘不予置评’。”便排出九文大钱。他们又故意的高声嚷道，“你一定又被特斯拉吊打了！”哄蒙智行睁大眼睛说，“你怎么这样凭空污人清白……”“什么清白？我前天亲眼见你家的问界封闭高速测试，撞得比谁都狠。”哄蒙智行便涨红了脸，额上的青筋条条绽出，争辩道，“懂车帝是美帝资本不能算测试……境外势力阴谋，能算数么？”接连便是难懂的话，什么“16亿公里数据”，什么“用户避险200万次”之类，引得众人都哄笑起来：店内外充满了快活的空气。,2025-08-02 22:04,0.9990107585505088,pos
33,9922205387,"请问有什么办法去除这个定制
点击展开，查看完整图片",2025-08-02 20:45,0.047170198401545904,neg
34,9922205387,机子是p70,2025-08-02 20:46,0.5505921179273656,neu
35,9922205387,友友，企业定制机可以咨询联系公司或销售方，需要企业方允许才可以获取升级版本的。,2025-08-02 21:25,0.08027076573523939,neg
36,9922205387,B站上找个大神吧,2025-08-02 22:56,0.2878113643001088,neg
37,9922205387,这个说好听点儿是定制机，其实实际是监管机。不知道东西是不是你本人的，如果是的话建议还是别折腾了。,2025-08-02 23:15,0.11181470454211917,neg
38,7840791620,"给父母买的，不打游戏，实在受不了火龙888，需要华为的生态
p50e是778g4g v30pro是9905g 性能差的多吗
p50e有ip68 拍照更强 oled 90Hz wifi6
#p50e#
点击展开，查看完整图片
点击展开，查看完整图片",2022-05-19 10:59,0.9951250564005105,pos
39,7840791620,有人吗,2022-05-19 11:03,0.5543071161048689,neu
40,7840791620,11,2022-05-19 11:33,0.27457627118644046,neg
41,7840791620,p50e支持wifi6吗？,2025-08-02 22:53,0.5764173083829002,neu
42,9911573903,"性价比拉满了
点击展开，查看完整图片
点击展开，查看完整图片",2025-07-29 20:27,0.9849366828457792,pos
43,9911573903,这个划算,2025-07-30 10:09,0.8024691358024691,pos
44,9911573903,有没有华为音乐会员的,2025-07-30 12:27,0.26813066917143014,neg
45,9911573903,可惜我旧的nova10没有，70又已经领过新机权益了,2025-07-30 13:14,0.35498031392540985,neu
46,9911573903,这个活动入口在哪里呢？,2025-07-30 13:39,0.5833367413701128,neu
47,9911573903,啥活动？,2025-07-30 13:44,0.6291390728476822,neu
48,9911573903,点击展开，查看完整图片,2025-07-30 21:53,0.8502444844718449,pos
49,9911573903,"我刚买了，花了19！
Nova14新机有送5张10元的元服务优惠券，直接用…",2025-07-30 22:41,0.009321961534236922,neg
50,9911573903,我mate70呢,2025-07-30 22:44,0.5,neu
51,9911573903,啊？mate xt不配享受这个服务吗,2025-07-30 23:14,0.4998234757932791,neu
52,9911573903,滑伪视频🐶才看，白给都没人看的视频软件，还有滑伪音乐,2025-07-30 23:35,0.44344678252718783,neu
53,9911573903,感谢你对华为的支持，孟公主的加拿大豪宅又增加了草履虫大的一块面积,2025-07-30 23:40,0.8362291291498728,pos
54,9911573903,只是影视年卡 问题是他有多少电影电视剧版权,2025-07-31 00:23,0.1034354684509492,neg
55,9911573903,尼玛有x5 没x6 不理解,2025-07-31 03:20,0.2604819894021163,neg
56,9911573903,入口在哪,2025-07-31 08:42,0.4782608695652175,neu
57,9753232291,"之前一直不敢升，以为升级了之后大部分安卓应用就不能用了。
今天升级之后发现几乎所有安卓app都能转译使用，包括谷歌vpn之类的。
系统非常流畅，续航也好了一点，很难相信使用的处理器和骁龙888是一个档次的。
原生应用也都适配了折叠屏，华为真的🐮
点击展开，查看完整图片",2025-05-31 01:01,0.9999991341442219,pos
58,9753232291,遥遥领先,2025-05-31 06:31,0.9307284160946515,pos
59,9753232291,梯子用的哪个？,2025-05-31 11:01,0.2860770755245088,neg
60,9753232291,"内部办公软件一票否决
还得等等",2025-05-31 11:32,0.44669438457534294,neu
61,9753232291,lz，能用ETAP仿真吗，我一直因为这个还没升级,2025-05-31 12:23,0.798309505086918,pos
62,9753232291,一直没敢升级 怎么转译用？下载转移工具？还是直接就能运行安卓app?,2025-05-31 12:52,0.9810856323984402,pos
63,9753232291,微信原来的聊天记录和收藏都有？,2025-05-31 12:56,0.8202234346020647,pos
64,9753232291,"升了后还能使用微信分身吗？我一直没敢更新
点击展开，查看完整图片",2025-05-31 13:25,0.7333601897328804,pos
65,9753232291,快拉倒吧，每个人的需求不一样，鸿蒙还得等等。一直提示我升5.0，我升了一次，半小时后回退了，大部分app用不了。安卓这么多应用，都能鸿蒙化了再说吧。用户花大几千钱买手机不是当小白鼠的。,2025-05-31 14:12,0.00555902074852499,neg
66,9753232291,游戏玩家，bilibili/应用宝/taptap等渠道没有大规模游戏支持我是不会用的,2025-05-31 14:54,0.8227670603727822,pos
67,9753232291,桌面图标现在能排列5个了吗？能就升下也行，不能高算了,2025-05-31 15:09,0.0822508249303574,neg
68,9753232291,app肯定没问题，不用担心。但我升级之后续航好像变差了一点。不知道是硬件问题还是系统问题。,2025-05-31 15:38,0.35505663384102415,neu
69,9753232291,"除了谷歌商店以外的应用都可以正常使用，谷歌商店和谷歌服务用出境易这个软件代替了。
绝大部分APP都可以用这个软件搜到。
搜不到的就用谷歌搜索，在网页里点击安装就会跳到出境易，在处境易里购买或者安装就行了。
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片",2025-05-31 16:33,0.998557023444052,pos
70,9753232291,那为什么不用安卓呢,2025-05-31 16:34,0.9172076251056129,pos
71,9753232291,仍然用安卓软件，感觉纯血不太纯了,2025-05-31 17:27,0.8889732123736448,pos
72,9887029093,"@茅友之家武汉宋志豪
网页链接
点击展开，查看完整图片",2025-07-20 15:52,0.8971258233719984,pos
73,9887029093,"@茅友之家武汉宋志豪
一发一个不吱声，说好的1000块呢？",2025-07-20 15:56,0.4307393033211818,neu
74,9887029093,"@茅友之家武汉宋志豪
你是不是三和大神啊？是的话老老实实认个错，钱就算了。",2025-07-20 19:06,0.18877533108026,neg
75,9887029093,我米雷军宣布:即日起，黄仁勋正式为higo,2025-07-21 08:43,0.3868436612461815,neu
76,9887029093,英伟达都快被华为吓尿了,2025-08-02 21:56,0.0025893924944706548,neg
77,9431915377,"游戏续航更不如骁龙7+Gen3，骁龙7+Gen3的画质更高，帧率也更高，麒麟9020画质更低，帧率也更低，要是一样的画质，一样的帧率，华为mate70Pro+的综合续航最高只有3小时，而且华为mate70Pro+的电池还更大。
点击展开，查看完整图片",2025-01-21 07:17,0.9999308528110664,pos
78,9431915377,各位吧友，京东今天刚出的华为400卷，首页搜“鸿运当头909”就有了,2025-01-21 07:42,0.27732932045220415,neg
79,9431915377,楼主你是故意的？ 图中清楚的表达了，经过3小时综合续航测试，剩余61%。你说最高只有3小时？你就说你是水军还是评论区间谍？ 水军也就罢了，如果是评论区间谍，国安部可是下文了，朝阳区群众可以举报，举报电话12339。大西北踩缝纫机吃沙子,2025-01-21 08:14,0.0025385396025565665,neg
80,9431915377,那你别抢mate70pro+,2025-01-21 08:48,0.806099472398117,pos
81,9431915377,可怜的人，8499的手机都买不起，来这比3000的手机，你就那样了，有几个人手机就一定要玩游戏,2025-01-21 08:59,0.6617157170006093,pos
82,9431915377,人家华为什么时候吹了,2025-01-21 09:55,0.2912226050920139,neg
83,9431915377,不管你如何黑，但就是有那么多人在挤破头皮买。就你聪明，其他人都傻瓜是吧？,2025-01-21 10:07,0.8612864949282808,pos
84,9431915377,华为吧都快变花果山了,2025-01-21 16:23,0.11478565341937885,neg
85,9431915377,我的 16pm 也不如你的 7gen3,2025-01-22 00:53,0.4737672181921908,neu
86,9431915377,对不起各位，这条狗我没拴好,2025-01-22 08:22,0.27053081360562214,neg
87,9431915377,,2025-01-22 10:41,0.5,neu
